// Job-specific Values Database
//
// Structure of Database:
// JobID,Weight,HPFactor,HPMultiplicator,SPFactor,Unarmed,Dagger,1HSword,2HSword,1HSpear,2HSpear,1HAxe,2HAxe,1HMace,2HMace(unused),Rod,Bow,Knuckle,Instrument,Whip,Book,Katar,Revolver,Rifle,Gatling Gun,Shotgun,Grenade Launcher,Fuuma Shuriken,2HStaff
//
// Novice
19,27000,75,300,600,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,470,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Dancer
20,27000,75,300,600,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,2000,470,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Crusader (Peco)
21,28000,110,700,470,	420,500,450,570,550,540,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Wedding
22,20000,0,500,100,	2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Super Novice
23,20000,0,500,100,	420,570,590,2000,2000,2000,520,2000,520,570,670,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,670
// Gunslinger
24,28000,88,0,450,	520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,470,570,520,920,1020,2000,2000
// Ninja
25,26000,80,0,515,	420,450,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,570,2000
// Novice High
4001,20000,0,500,100,	420,570,590,2000,2000,2000,520,2000,520,570,670,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,670
// Swordman High
4002,28000,70,500,200,	420,490,490,560,590,670,570,620,520,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Magician High
4003,22000,30,500,600,	520,520,2000,2000,2000,2000,2000,2000,2000,2000,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,570
// Archer High
4004,26000,50,500,200,	420,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Acolyte High
4005,24000,40,500,500,	420,2000,2000,2000,2000,2000,2000,2000,470,520,620,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,620
// Merchant High
4006,28000,40,500,300,	420,540,540,2000,2000,2000,500,570,520,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Thief High
4007,24000,50,500,200,	420,500,520,2000,2000,2000,620,2000,2000,2000,2000,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Lord Knight
4008,28000,150,500,300,	420,510,470,540,570,620,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// High Priest
4009,26000,75,500,800,	420,2000,2000,2000,2000,2000,2000,2000,450,500,620,2000,620,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,620
// High Wizard
4010,24000,55,500,900,	520,560,2000,2000,2000,2000,2000,2000,2000,2000,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,550
// Whitesmith
4011,30000,90,500,400,	420,520,520,2000,2000,2000,480,550,500,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Sniper
4012,27000,85,500,400,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Assassin Cross
4013,24000,110,500,400,	420,440,520,2000,2000,2000,530,2000,2000,2000,2000,2000,2000,2000,2000,2000,440,2000,2000,2000,2000,2000,1300,2000
// Lord Knight (Peco)
4014,28000,150,500,300,	420,510,470,540,570,620,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Paladin
4015,28000,110,700,470,	420,500,450,570,550,540,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Champion
4016,26000,90,650,470,	420,2000,2000,2000,2000,2000,2000,2000,450,500,620,2000,420,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,600
// Professor
4017,24000,75,500,700,	470,550,620,2000,2000,2000,2000,2000,2000,2000,570,2000,2000,2000,2000,450,2000,2000,2000,2000,2000,2000,2000,570
// Stalker
4018,24000,85,500,500,	420,470,520,2000,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Creator
4019,30000,90,500,400,	420,520,470,2000,2000,2000,470,540,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Clown
4020,27000,75,300,600,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,470,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Gypsy
4021,27000,75,300,600,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,2000,470,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Paladin (Peco)
4022,28000,110,700,470,	420,500,450,570,550,540,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Novice
4023,20000,0,500,100,	420,570,590,2000,2000,2000,520,2000,520,570,670,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,670
// Baby Swordman
4024,28000,70,500,200,	420,490,490,560,590,670,570,620,520,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Magician
4025,22000,30,500,600,	520,520,2000,2000,2000,2000,2000,2000,2000,2000,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,570
// Baby Archer
4026,26000,50,500,200,	420,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Acolyte
4027,24000,40,500,500,	420,2000,2000,2000,2000,2000,2000,2000,470,520,620,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,620
// Baby Merchant
4028,28000,40,500,300,	420,540,540,2000,2000,2000,500,570,520,570,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Thief
4029,24000,50,500,200,	420,500,520,2000,2000,2000,620,2000,2000,2000,2000,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Knight
4030,28000,150,500,300,	420,510,470,540,570,620,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Priest
4031,26000,75,500,800,	420,2000,2000,2000,2000,2000,2000,2000,450,500,620,2000,620,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,620
// Baby Wizard
4032,24000,55,500,900,	520,560,2000,2000,2000,2000,2000,2000,2000,2000,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,550
// Baby Blacksmith
4033,30000,90,500,400,	420,520,520,2000,2000,2000,480,550,500,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Hunter
4034,27000,85,500,400,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Assassin
4035,24000,110,500,400,	420,440,520,2000,2000,2000,530,2000,2000,2000,2000,2000,2000,2000,2000,2000,440,2000,2000,2000,2000,2000,1300,2000
// Baby Knight (Peco)
4036,28000,150,500,300,	420,510,470,540,570,620,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Crusader
4037,28000,110,700,470,	420,500,450,570,550,540,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Monk
4038,26000,90,650,470,	420,2000,2000,2000,2000,2000,2000,2000,450,500,620,2000,420,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,600
// Baby Sage
4039,24000,75,500,700,	470,550,620,2000,2000,2000,2000,2000,2000,2000,570,2000,2000,2000,2000,450,2000,2000,2000,2000,2000,2000,2000,570
// Baby Rogue
4040,24000,85,500,500,	420,470,520,2000,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Alchemist
4041,30000,90,500,400,	420,520,470,2000,2000,2000,470,540,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Bard
4042,27000,75,300,600,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,470,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Dancer
4043,27000,75,300,600,	420,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,500,2000,2000,470,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Crusader (Peco)
4044,28000,110,700,470,	420,500,450,570,550,540,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Super Novice
4045,20000,0,500,100,	420,570,590,2000,2000,2000,520,2000,520,570,670,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,670
// Taekwon
4046,28000,70,500,200,	420,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
// Star Knight
4047,28000,90,650,470,	420,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
// Star Knight (flying)
4048,28000,90,650,470,	420,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
// Soul Linker
4049,24000,75,500,900,	520,520,2000,2000,2000,2000,2000,2000,2000,2000,550,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,570
//*************************************************************
//* New Jobs (Not Sure)
//*************************************************************
// Gangsi (Bongun/Munak)
4050,24000,40,500,500,	420,2000,2000,2000,2000,2000,2000,2000,470,520,620,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,620
// Death Knight
4051,28000,150,500,300,	420,510,470,540,570,620,520,570,470,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Dark Collector
4052,24000,75,500,700,	470,550,620,2000,2000,2000,2000,2000,2000,2000,570,2000,2000,2000,2000,450,2000,2000,2000,2000,2000,2000,2000,570
//*************************************************************
//* 3rds (base 650 3CeAM)
//*************************************************************
// Rune Knight (Base 2nd to 3rd)
4054,28000,150,500,300,	420,520,540,570,620,600,500,540,470,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Warlock (Base 2nd to 3rd)
4055,24000,55,500,900,	470,540,620,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,580
// Ranger	 (Base 2nd to 3rd)
4056,27000,85,500,400,	420,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Arch Bishop (Base 2nd to 3rd)
4057,26000,75,500,800,	470,2000,2000,2000,2000,2000,2000,2000,470,470,620,2000,520,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,570
// Mechanic (Base 2nd to 3rd)
4058,30000,90,500,400,	420,620,670,2000,2000,2000,470,500,500,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Guillotine Cross (Base 2nd to 3rd)
4059,24000,110,500,400,	420,440,670,2000,2000,2000,820,2000,2000,2000,2000,2000,2000,2000,2000,2000,440,2000,970,1220,920,1020,1120,2000
// Rune Knight (Trans 2nd to 3rd)
4060,28000,150,500,300,	420,520,540,570,620,600,500,540,470,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Warlock (Trans 2nd to 3rd)
4061,24000,55,500,900,	470,540,620,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,580
// Ranger	 (Trans 2nd to 3rd)
4062,27000,85,500,400,	420,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Arch Bishop (Trans 2nd to 3rd)
4063,26000,75,500,800,	470,2000,2000,2000,2000,2000,2000,2000,470,470,620,2000,520,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,570
// Mechanic (Trans 2nd to 3rd)
4064,30000,90,500,400,	420,620,670,2000,2000,2000,470,500,500,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Guillotine Cross (Trans 2nd to 3rd)
4065,24000,110,500,400,	420,440,670,2000,2000,2000,820,2000,2000,2000,2000,2000,2000,2000,2000,2000,440,2000,970,1220,920,1020,1120,2000
// Royal Guard (Base 2nd to 3rd)
4066,28000,110,700,470,	420,490,470,550,520,520,500,540,460,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Sorcerer (Base 2nd to 3rd)
4067,24000,75,500,700,	420,520,520,2000,2000,2000,2000,2000,2000,2000,470,2000,2000,2000,2000,470,2000,2000,2000,2000,2000,2000,2000,570
// Minstrel (Base 2nd to 3rd)
4068,27000,75,300,600,	420,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,460,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Wanderer (Base 2nd to 3rd)
4069,27000,75,300,600,	420,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Sura (Base 2nd to 3rd)
4070,26000,90,650,470,	400,2000,2000,2000,2000,2000,2000,2000,450,470,500,2000,410,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,520
// Genetic (Base 2nd to 3rd)
4071,30000,90,500,400,	420,520,460,2000,2000,2000,500,530,460,500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Shadow Chaser (Base 2nd to 3rd)
4072,24000,85,500,500,	420,450,490,2000,2000,2000,2000,2000,2000,2000,2000,490,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Royal Guard (Trans 2nd to 3rd)
4073,28000,110,700,470,	420,490,470,550,520,520,500,540,460,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Sorcerer (Trans 2nd to 3rd)
4074,24000,75,500,700,	420,520,520,2000,2000,2000,2000,2000,2000,2000,470,2000,2000,2000,2000,470,2000,2000,2000,2000,2000,2000,2000,570
// Minstrel (Trans 2nd to 3rd)
4075,27000,75,300,600,	420,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,460,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Wanderer (Trans 2nd to 3rd)
4076,27000,75,300,600,	420,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Sura (Trans 2nd to 3rd)
4077,26000,90,650,470,	400,2000,2000,2000,2000,2000,2000,2000,450,470,500,2000,410,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,520
// Genetic (Trans 2nd to 3rd)
4078,30000,90,500,400,	420,520,460,2000,2000,2000,500,530,460,500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Shadow Chaser (Trans 2nd to 3rd)
4079,24000,85,500,500,	420,450,490,2000,2000,2000,2000,2000,2000,2000,2000,490,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Rune Knight Mount (Base 2nd to 3rd)
4080,28000,150,500,300,	420,520,540,570,620,600,500,540,470,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Rune Knight Mount (Trans 2nd to 3rd)
4081,28000,150,500,300,	420,520,540,570,620,600,500,540,470,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Royal Guard Mount (Base 2nd to 3rd)
4082,28000,110,700,470,	420,490,470,550,520,520,500,540,460,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Royal Guard Mount (Trans 2nd to 3rd)
4083,28000,110,700,470,	420,490,470,550,520,520,500,540,460,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Ranger Mount (Base 2nd to 3rd)
4084,27000,85,500,400,	420,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Ranger Mount (Trans 2nd to 3rd)
4085,27000,85,500,400,	420,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Mechanic Mount (Base 2nd to 3rd)
4086,30000,90,500,400,	420,620,670,2000,2000,2000,470,500,500,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Mechanic Mount (Trans 2nd to 3rd)
4087,30000,90,500,400,	420,620,670,2000,2000,2000,470,500,500,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Rune Knight
4096,28000,150,500,300,	420,520,540,570,620,600,500,540,470,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Warlock
4097,24000,55,500,900,	470,540,620,2000,2000,2000,2000,2000,2000,2000,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,580
// Baby Ranger
4098,27000,85,500,400,	420,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Arch Bishop
4099,26000,75,500,800,	470,2000,2000,2000,2000,2000,2000,2000,470,470,620,2000,520,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,570
// Baby Mechanic
4100,30000,90,500,400,	420,620,670,2000,2000,2000,470,500,500,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Guillotine Cross
4101,24000,110,500,400,	420,440,670,2000,2000,2000,820,2000,2000,2000,2000,2000,2000,2000,2000,2000,440,2000,970,1220,920,1020,1120,2000
// Baby Royal Guard
4102,28000,110,700,470,	420,490,470,550,520,520,500,540,460,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Sorcerer
4103,24000,75,500,700,	420,520,520,2000,2000,2000,2000,2000,2000,2000,470,2000,2000,2000,2000,470,2000,2000,2000,2000,2000,2000,2000,570
// Baby Minstrel
4104,27000,75,300,600,	420,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,460,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Wanderer
4105,27000,75,300,600,	420,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,460,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Sura
4106,26000,90,650,470,	400,2000,2000,2000,2000,2000,2000,2000,450,470,500,2000,410,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,520
// Baby Genetic
4107,30000,90,500,400,	420,520,460,2000,2000,2000,500,530,460,500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Shadow Chaser
4108,24000,85,500,500,	420,450,490,2000,2000,2000,2000,2000,2000,2000,2000,490,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Rune Knight Mount
4109,28000,150,500,300,	420,520,540,570,620,600,500,540,470,540,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Royal Guard Mount
4110,28000,110,700,470,	420,490,470,550,520,520,500,540,460,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Ranger Mount
4111,27000,85,500,400,	420,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,510,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
// Baby Mechanic Mount
4112,30000,90,500,400,	420,620,670,2000,2000,2000,470,500,500,520,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
//*************************************************************
//* Super Novice 2 Jobs
//*************************************************************
// Super Novice (Extended)
4190,20000,0,500,100,	420,570,590,2000,2000,2000,520,2000,520,570,670,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,670
// Super Baby (Extended)
4191,20000,0,500,100,	420,570,590,2000,2000,2000,520,2000,520,570,670,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,670
//*************************************************************
//* New Ninja Tran Jobs (Not sure)
//*************************************************************
// Kagerou
4211,26000,80,0,515,	420,450,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,570,2000
// Oboro
4212,26000,80,0,515,	420,450,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,570,2000
